"ky(2π/a)","Frequency(GHz)","LDOS(s/m)"
-0.21999999999999997,9.620000000000001,0.12047156073387799
-0.21999999999999997,9.63,0.11617683691745481
-0.21999999999999997,9.64,0.11214740495295157
-0.21999999999999997,9.65,0.10836207418893735
-0.21999999999999997,9.66,0.10480178018536856
-0.21999999999999997,9.67,0.10144933144462098
-0.21999999999999997,9.68,0.09828919098230753
-0.21999999999999997,9.69,0.0953072873329972
-0.21999999999999997,9.7,0.09249085051598555
-0.21999999999999997,9.71,0.08982826924116974
-0.21999999999999997,9.72,0.08730896625055164
-0.21999999999999997,9.73,0.084923289194831
-0.21999999999999997,9.74,0.08266241485889138
-0.21999999999999997,9.75,0.08051826489193459
-0.21999999999999997,9.76,0.07848343148137316
-0.21999999999999997,9.77,0.07655111164518306
-0.21999999999999997,9.78,0.07471504901401588
-0.21999999999999997,9.79,0.07296948213897406
-0.21999999999999997,9.8,0.07130909849921188
-0.21999999999999997,9.81,0.06972899350003077
-0.21999999999999997,9.82,0.06822463385059348
-0.21999999999999997,9.83,0.06679182479385641
-0.21999999999999997,9.84,0.06542668073225155
